right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder
14.363029380205033,66.26664989938935,8.114006304675723,175.08395677387273,172.09367104546078,148.42633868871863,79.012985957402
11.158371222808189,45.71886786390827,9.87010677636997,176.65782751801916,173.377482667007,140.30281114518323,97.1505772435959
11.772779817697087,57.52922371090561,8.474250383779612,175.8753224394622,178.40139544059144,122.03016565126198,86.70929613332613
14.826995734674329,71.23407185931552,8.481487084246387,175.58539988768024,177.24507832013614,100.97617513671284,82.05442368838521
16.460633593120583,87.86033075868811,9.830979841507897,175.16410227989905,177.76471836253208,75.8036784150622,89.68159916953813
16.212646282182085,82.29995464646977,11.848213891583956,174.983902336833,175.77552400629855,112.38135508908648,87.06979349171878
18.238557802014437,87.1018245707015,10.966778237975149,174.34793117024796,177.43660048617684,129.88342717282094,93.59320418042324
29.372297189630334,109.61861519208706,11.83148658171407,172.2734178144677,172.42543659061784,53.37982624462989,113.74871543609665
28.790959495542815,104.71413364520751,10.509945770329146,172.8459541858745,172.38213076680336,78.8463760247426,116.37473971319105
46.1983206066917,106.61182602064555,14.04102471561921,170.280623285399,167.5980018041336,80.77904294621415,120.02777621206461
44.98575134706121,100.69546162524942,18.125051167940452,170.36731659128083,166.3725499529276,80.77750658321837,124.85141470031589
57.49669514137858,111.46617742569077,27.38480064680632,172.34181746833747,163.47233931047958,89.41663976843535,142.48296998343966
65.49077035611565,105.11753270514635,21.113010155167764,170.19179902392509,161.83235575144502,102.82025927474783,147.0105385645058
58.98929129442221,108.32969916367799,17.652297782749855,167.33204896461947,162.20737251853154,100.8485302260442,149.31042919829147
62.69388982643014,104.7457315096216,14.243773123303413,168.1214987823202,163.09900182230268,107.90853902687908,152.55243375974553
57.96728318798384,105.5247337539734,10.135213235376632,167.80290566465013,165.75546052917684,109.67195625679376,159.17267049910666
65.53661044352226,116.82565207593619,10.254696658279334,167.0077940536792,165.1724002209466,117.29981648537768,161.89297745436522
70.13622287846957,123.37885908229177,10.299106560951097,166.45829998054896,166.31641536722972,114.65886418286297,153.90202129950427
73.23748511292881,124.68440475462839,8.055553406926027,167.45942250530146,167.55635045176467,122.25766799908045,156.11581464806406
78.3358911416989,122.59785733257908,16.602628204254515,167.37026804464938,162.50938652931,131.1644134309176,163.3697166426978
70.20454351783535,121.38718073899759,16.28264724639494,165.51923024204694,159.93421628393818,116.15881931256912,167.66535587670884
68.15138060643618,120.48549067138961,13.099676664375027,166.6488980488793,161.1635699074202,118.08869105007814,166.2167989272008
66.11972253588176,120.37924530435629,31.22948651670942,168.08557219404966,154.72107038066946,114.0407114700103,166.30071159621002
64.10399607154527,119.19160703446516,48.64774600608766,159.70272477264098,143.69531584488865,105.8190745463813,164.52575386963275
59.34689446922621,115.46873230345753,16.137899192341205,168.57855745085976,163.17537068405358,104.18272314865663,159.98035348724667
